City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,namibe,-15.1961,12.1522,22.73,70,3,1.29,AO,1681441176
367,goundam,16.4145,-3.6708,28.25,12,100,4.88,ML,1681441177
368,kirillov,59.863,38.3813,-5.63,79,15,4.12,RU,1681441177
369,lasa,46.6166,10.7002,3.35,94,100,3.56,IT,1681441177
370,port-cartier,50.0334,-66.8654,4.82,96,100,1.79,CA,1681441177
371,padang,-0.9492,100.3543,30.03,70,98,1.24,ID,1681441177
372,mahajanga,-15.7167,46.3167,24.01,100,20,2.57,MG,1681441177
373,porto torres,40.835,8.3972,12.1,76,57,11.44,IT,1681441177
374,saskylakh,71.9167,114.0833,-11.02,87,54,7.34,RU,1681441178
375,mangit,40.5971,70.9607,21.47,35,48,2.76,UZ,1681441178
376,waitati,-45.75,170.5667,13.78,75,100,4.43,NZ,1681441178
377,yulara,-25.2406,130.9889,30.89,40,100,10.65,AU,1681441178
378,tessalit,20.1986,1.0114,24.81,12,97,4.14,ML,1681441178
379,catumbela,-12.4314,13.5472,25.18,90,100,1.5,AO,1681441178
380,mahon,39.8885,4.2658,12.31,76,20,2.57,ES,1681441178
381,portobelo,9.55,-79.65,25.06,87,42,6.58,PA,1681441179
382,nagram,26.6167,81.1333,29.03,11,100,2.12,IN,1681441179
383,la rioja,42.25,-2.5,2.88,86,100,2.5,ES,1681441179
384,bar harbor,44.3876,-68.2039,9.74,81,0,2.68,US,1681441179
385,iqaluit,63.7506,-68.5145,-8.15,93,100,2.06,CA,1681440963
386,lorengau,-2.0226,147.2712,29.51,73,21,6.93,PG,1681441117
387,ucluelet,48.9329,-125.5528,7.27,79,43,2.46,CA,1681440908
388,keelung,25.1283,121.7419,29.47,75,40,2.34,TW,1681441179
389,labuhan,-6.8844,112.2051,28.4,71,100,2.4,ID,1681441018
390,aranos,-24.1333,19.1167,13.82,18,5,4.98,NA,1681441118
391,taltal,-25.4,-70.4833,19.61,69,0,1.77,CL,1681441180
392,biloela,-24.4167,150.5,28.01,21,0,4.06,AU,1681441180
393,baykit,61.67,96.37,-9.93,90,100,1.87,RU,1681441180
394,pisco,-13.7,-76.2167,23.03,78,0,5.66,PE,1681441180
395,komsomolskiy,40.4272,71.7189,17.4,59,8,2.06,UZ,1681441180
396,itaituba,-4.2761,-55.9836,23.21,95,94,0.92,BR,1681441180
397,cururupu,-1.8283,-44.8683,23.93,95,82,1.03,BR,1681441180
398,shama,33.6102,104.2852,12.86,52,60,1.26,CN,1681441180
399,alugan,12.2188,125.4808,28.88,72,41,4.26,PH,1681441181
400,bay city,43.5945,-83.8889,17.0,55,0,0.0,US,1681440577
401,tevaitoa,-16.7833,-151.5,27.5,69,3,2.87,PF,1681441181
402,tooele,40.5308,-112.2983,3.04,41,0,0.0,US,1681441181
403,vorukh,39.8494,70.5838,17.14,28,22,3.43,TJ,1681441181
404,barcelos,41.5388,-8.6151,13.08,85,100,2.46,PT,1681441181
405,pangai,-19.8,-174.35,30.06,66,20,7.2,TO,1681441181
406,constantine,36.365,6.6147,7.67,70,0,1.03,DZ,1681440986
407,ixtapa,20.7,-105.2,19.63,64,4,1.3,MX,1681441182
408,bandarbeyla,9.4942,50.8122,28.01,77,40,3.34,SO,1681441182
409,buala,-8.145,159.5921,28.21,80,95,2.89,SB,1681441182
410,pundaguitan,6.3711,126.1689,28.22,72,28,1.3,PH,1681441182
411,la union,-5.4,-80.75,28.53,65,100,3.92,PE,1681441182
412,severo-kurilsk,50.6789,156.125,1.31,95,67,5.01,RU,1681440969
413,lamu,-2.2717,40.902,28.12,84,98,2.55,KE,1681441182
414,honiara,-9.4333,159.95,29.3,76,84,2.93,SB,1681441182
415,hovd,48.0056,91.6419,4.39,16,0,2.3,MN,1681441183
416,pacifica,37.6138,-122.4869,13.47,74,20,12.35,US,1681441032
417,srednekolymsk,67.45,153.6833,-5.35,75,14,5.76,RU,1681441097
418,pemberton,50.3164,-122.8027,3.7,90,95,1.44,CA,1681441183
419,bonthe,7.5264,-12.505,25.75,85,62,2.13,SL,1681441183
420,dimbokro,6.6451,-4.7048,24.76,94,100,1.68,CI,1681441183
421,kenora,49.8167,-94.4337,5.54,75,75,6.17,CA,1681441183
422,sibu,2.3,111.8167,29.17,79,40,0.0,MY,1681441183
423,san patricio,28.017,-97.5169,22.92,71,41,4.73,US,1681441183
424,chicama,-7.8447,-79.1469,25.3,74,100,1.76,PE,1681441184
425,pochutla,15.7432,-96.4661,27.68,63,0,1.94,MX,1681441052
426,cootamundra,-34.65,148.0333,21.64,43,0,3.36,AU,1681441184
427,santa cruz,-17.8,-63.1667,23.7,94,75,1.03,BO,1681441184
428,batticaloa,7.7102,81.6924,28.14,77,5,0.77,LK,1681441184
429,ubala,4.7478,-72.5369,27.12,63,100,1.32,CO,1681441184
430,porto belo,-27.1578,-48.5531,22.31,89,64,4.15,BR,1681441184
431,saint-francois,46.4154,3.9054,5.69,81,100,1.03,FR,1681441149
432,batiano,7.5534,126.4907,27.56,83,56,1.97,PH,1681441185
433,tabou,4.423,-7.3528,26.61,87,86,1.75,CI,1681441185
434,helong,42.5397,128.9972,14.49,14,83,2.01,CN,1681441185
435,kharagpur,22.3333,87.3333,37.73,12,34,3.38,IN,1681440904
436,sananduva,-27.9497,-51.8067,15.99,96,100,2.31,BR,1681441185
437,abancay,-13.6339,-72.8814,13.38,92,61,0.75,PE,1681441185
438,sioux lookout,50.1001,-91.917,3.04,93,100,1.54,CA,1681441185
439,talakan,50.3167,130.3667,4.49,45,78,3.46,RU,1681441185
440,zyryanka,65.75,150.85,-3.87,73,7,6.84,RU,1681441185
441,faanui,-16.4833,-151.75,27.48,70,3,2.71,PF,1681440911
442,casian,11.035,119.7136,28.18,73,87,2.26,PH,1681441186
443,mahroni,24.5862,78.7288,32.57,19,100,5.82,IN,1681441186
444,minna,9.6139,6.5569,29.84,58,0,1.03,NG,1681441186
445,nouakchott,18.0858,-15.9785,24.96,69,65,5.19,MR,1681441186
446,mareeba,-17.0,145.4333,33.02,52,84,2.28,AU,1681441186
447,elizabethtown,37.694,-85.8591,20.01,52,0,0.0,US,1681441186
448,pakhtakoron,40.1571,68.7466,24.11,28,58,8.58,TJ,1681441186
449,tondon,10.3667,-13.35,23.61,71,81,0.66,GN,1681441187
450,strezhevoy,60.7333,77.5889,-16.0,84,47,4.47,RU,1681441187
451,nanakuli,21.3906,-158.1547,27.97,53,0,7.2,US,1681441187
452,lano,10.1725,11.4715,26.0,18,29,2.16,NG,1681441187
453,the valley,18.217,-63.0578,26.01,74,33,7.06,AI,1681441175
454,paamiut,61.994,-49.6678,1.08,71,100,4.43,GL,1681441032
455,porto novo,6.4965,2.6036,28.9,87,21,2.88,BJ,1681441187
456,bathsheba,13.2167,-59.5167,26.34,73,20,5.66,BB,1681441187
457,mount gambier,-37.8333,140.7667,21.86,50,24,5.27,AU,1681441096
458,port hedland,-20.3167,118.5667,31.03,51,100,7.2,AU,1681441188
459,san carlos de bariloche,-41.1456,-71.3082,5.86,81,75,3.09,AR,1681441188
460,vila velha,-20.3297,-40.2925,25.97,93,40,3.09,BR,1681440950
461,kaa-khem,51.6833,94.7333,1.38,45,100,0.73,RU,1681441188
462,puerto leguizamo,-0.1934,-74.7819,25.58,76,100,0.3,CO,1681441188
463,lokosovo,61.1333,74.8167,-17.08,84,18,4.47,RU,1681441115
464,matara,5.9485,80.5353,28.56,74,76,2.05,LK,1681441188
465,chumikan,54.7183,135.315,-1.58,83,100,2.15,RU,1681441188
466,pouebo,-20.4,164.5667,24.23,88,100,1.99,NC,1681441189
467,ramhormoz,31.28,49.6035,16.91,57,0,1.95,IR,1681441189
468,bibiani,6.4635,-2.3194,22.34,97,99,0.49,GH,1681441189
469,grootfontein,-19.5667,18.1167,18.76,59,83,2.57,NA,1681440916
470,isangel,-19.55,169.2667,28.34,75,100,4.31,VU,1681441189
471,shubarshi,48.5872,57.1869,15.24,47,100,4.43,KZ,1681441189
472,flin flon,54.7682,-101.865,-0.83,97,100,1.39,CA,1681441189
473,yinchuan,38.4681,106.2731,14.04,16,47,2.59,CN,1681441018
474,popondetta,-8.7537,148.2534,31.91,59,94,3.2,PG,1681441189
475,kaka,37.3482,59.6143,20.4,41,70,1.54,TM,1681441190
476,porgera,-5.4667,143.2,14.23,72,85,1.76,PG,1681441190
477,nuuk,64.1835,-51.7216,2.71,60,100,2.24,GL,1681441190
478,wuwei,37.9281,102.6414,10.42,34,81,2.76,CN,1681441190
479,kangaba,11.9333,-8.4167,28.32,21,26,1.97,ML,1681441190
480,te anau,-45.4167,167.7167,16.41,61,8,0.92,NZ,1681441190
481,yelnya,54.5786,33.1837,5.45,67,100,6.11,RU,1681441190
482,parkersburg,39.2667,-81.5615,18.03,44,0,1.48,US,1681441190
483,raudeberg,61.9875,5.1352,8.37,76,100,4.23,NO,1681441191
484,talwandi bhai,30.85,74.9333,31.03,15,2,2.01,IN,1681441191
485,majene,-3.5403,118.9707,30.25,66,100,1.57,ID,1681441191
486,talcahuano,-36.7167,-73.1167,14.82,94,100,1.54,CL,1681441016
487,la ronge,55.1001,-105.2842,5.14,45,75,2.57,CA,1681441191
488,lashio,22.9333,97.75,32.64,17,5,0.88,MM,1681441191
489,tommot,58.9564,126.2925,-0.69,86,98,1.63,RU,1681441191
490,lac du bonnet,50.2536,-96.0612,4.53,87,100,5.65,CA,1681440957
491,mayskiy,47.6931,40.1025,9.67,93,100,6.63,RU,1681441192
492,urengoy,65.9667,78.3667,-17.78,90,83,7.46,RU,1681441192
493,shingu,33.7333,135.9833,18.64,61,100,2.67,JP,1681441192
494,beira,-19.8436,34.8389,23.05,100,20,2.24,MZ,1681441192
495,sao joao da barra,-21.6403,-41.0511,22.76,95,37,1.26,BR,1681441035
496,presidencia roque saenz pena,-26.7852,-60.4388,16.3,95,100,3.96,AR,1681441192
497,ferry pass,30.5102,-87.2125,19.27,89,50,0.45,US,1681441192
498,port macquarie,-31.4333,152.9167,24.38,64,14,6.17,AU,1681441192
499,kawalu,-7.3817,108.2082,26.95,78,98,1.71,ID,1681441193
500,chibombo,-14.6569,28.0706,15.44,96,1,1.83,ZM,1681441193
501,ferrol,43.4832,-8.2369,12.62,93,100,8.69,ES,1681441193
502,picton,-34.1833,150.6,20.79,71,73,2.73,AU,1681441193
503,eyl,7.9803,49.8164,27.71,74,98,4.3,SO,1681441193
504,rajapur,25.3833,81.15,34.77,16,61,2.37,IN,1681441193
505,makokou,0.5738,12.8642,20.95,98,100,0.37,GA,1681441193
506,lesozavodsk,45.4794,133.4244,6.95,38,100,5.53,RU,1681441193
507,valparaiso,-33.0393,-71.6273,17.22,63,0,1.03,CL,1681441194
508,madang,-5.2246,145.7966,31.29,64,99,3.16,PG,1681441194
509,tongchuan,35.0806,109.0897,17.23,32,89,3.37,CN,1681441194
510,ajdabiya,30.7554,20.2263,18.07,19,99,5.36,LY,1681441194
511,brownwood,31.7093,-98.9912,23.62,47,20,6.17,US,1681441103
512,tyrma,50.0833,132.1667,3.41,47,90,2.08,RU,1681441194
513,christiana,-27.914,25.1611,12.84,29,1,3.76,ZA,1681441195
514,namatanai,-3.6667,152.4333,28.44,78,100,7.06,PG,1681440979
515,weatherford,32.7593,-97.7972,20.72,63,32,6.5,US,1681441195
516,saint-joseph,-21.3667,55.6167,24.21,83,99,0.28,RE,1681441195
517,ossora,59.2353,163.0719,-0.8,88,100,5.23,RU,1681441195
518,mogadishu,2.0371,45.3438,27.7,73,100,4.91,SO,1681441195
519,drayton valley,53.2168,-114.9854,1.05,82,64,2.3,CA,1681441195
520,sechura,-5.5569,-80.8222,28.47,67,100,4.89,PE,1681441177
521,bilgi,16.35,75.6167,31.83,29,100,4.6,IN,1681441195
522,ibra,22.6906,58.5334,26.31,47,4,1.67,OM,1681441196
523,mecca,21.4267,39.8261,23.5,47,1,1.05,SA,1681441180
524,toamasina,-18.1667,49.3833,24.0,94,40,2.57,MG,1681441196
525,charters towers,-20.1,146.2667,32.49,16,22,3.36,AU,1681441196
526,balkhash,46.844,74.9804,11.34,46,0,7.0,KZ,1681441196
527,lithakia,37.7167,20.8333,14.65,81,43,9.9,GR,1681441196
528,ornskoldsvik,63.2909,18.7153,-1.47,74,98,3.09,SE,1681441196
529,kiunga,-6.1219,141.2906,34.04,47,18,1.3,PG,1681441196
530,sirjan,29.452,55.6814,14.87,62,68,3.8,IR,1681441196
531,warrnambool,-38.3833,142.4833,22.96,55,14,4.35,AU,1681441197
532,ugoofaaru,5.6667,73.0,28.28,75,21,2.54,MV,1681441197
533,arlit,18.7369,7.3853,25.47,13,85,3.9,NE,1681441197
534,zeya,53.75,127.2667,3.98,51,29,3.23,RU,1681441067
535,jaisinghnagar,23.7,81.3833,33.84,18,38,3.76,IN,1681441197
536,viedma,-40.8135,-62.9967,8.35,64,0,2.39,AR,1681440534
537,bowen,-20.0167,148.2333,27.6,54,4,5.86,AU,1681441197
538,puerto del rosario,28.5004,-13.8627,17.86,72,100,8.75,ES,1681441198
539,placido de castro,-10.3353,-67.1856,23.61,95,81,1.01,BR,1681441198
540,gazimurskiy zavod,51.5461,118.3266,5.95,49,94,0.62,RU,1681441198
541,siniscola,40.5719,9.6922,11.75,66,48,10.78,IT,1681441198
542,barra do garcas,-15.89,-52.2567,22.64,92,92,0.47,BR,1681441198
543,haines junction,60.7522,-137.5108,4.97,33,100,2.57,CA,1681441198
544,kovur,14.4833,79.9833,32.53,32,63,5.09,IN,1681441199
545,soe,-9.8607,124.284,26.86,64,62,1.14,ID,1681441199
546,marawi,7.9986,124.2928,29.36,52,65,0.61,PH,1681441199
547,manaus,-3.1019,-60.025,27.27,83,0,2.06,BR,1681440909
548,richards bay,-28.783,32.0377,21.09,85,86,2.63,ZA,1681440951
549,heihe,50.2441,127.4902,6.32,29,41,4.5,CN,1681441199
550,turukhansk,65.8167,87.9833,-18.23,90,100,3.87,RU,1681441144
551,aleksandrovka,46.8383,32.7612,9.81,91,93,3.86,UA,1681441199
552,toora-khem,52.4675,96.11,0.19,56,100,0.99,RU,1681441199
553,mabaruma,8.2,-59.7833,23.17,96,87,1.25,GY,1681441200
